[  5] 410.00-411.00 sec   111 MBytes   929 Mbits/sec
[  5] 411.00-412.00 sec   112 MBytes   940 Mbits/sec
[  5] 412.00-413.00 sec   111 MBytes   934 Mbits/sec
[  5] 413.00-414.00 sec   112 MBytes   936 Mbits/sec
[  5] 414.00-415.00 sec   112 MBytes   942 Mbits/sec
[  5] 415.00-416.00 sec   107 MBytes   896 Mbits/sec
[  5] 416.00-417.00 sec   101 MBytes   846 Mbits/sec
[  5] 417.00-418.00 sec   105 MBytes   883 Mbits/sec
[  5] 418.00-419.00 sec   101 MBytes   849 Mbits/sec
[  5] 419.00-420.00 sec  90.0 MBytes   755 Mbits/sec
[  5] 420.00-421.00 sec  98.8 MBytes   829 Mbits/sec
[  5] 421.00-422.00 sec   109 MBytes   916 Mbits/sec
[  5] 422.00-423.00 sec   104 MBytes   874 Mbits/sec
[  5] 423.00-424.00 sec  98.9 MBytes   830 Mbits/sec
[  5] 424.00-425.00 sec   107 MBytes   901 Mbits/sec
[  5] 425.00-426.00 sec   102 MBytes   852 Mbits/sec
[  5] 426.00-427.00 sec   107 MBytes   897 Mbits/sec
[  5] 427.00-428.00 sec   105 MBytes   882 Mbits/sec
[  5] 428.00-429.00 sec  99.7 MBytes   837 Mbits/sec
[  5] 429.00-430.00 sec   108 MBytes   906 Mbits/sec
[  5] 430.00-431.00 sec   104 MBytes   873 Mbits/sec
[  5] 431.00-432.00 sec   105 MBytes   878 Mbits/sec
[  5] 432.00-433.00 sec   108 MBytes   904 Mbits/sec
[  5] 433.00-434.00 sec  98.1 MBytes   823 Mbits/sec
[  5] 434.00-435.00 sec   101 MBytes   848 Mbits/sec
[  5] 435.00-436.00 sec   106 MBytes   887 Mbits/sec
[  5] 436.00-437.00 sec   109 MBytes   916 Mbits/sec
[  5] 437.00-438.00 sec   112 MBytes   936 Mbits/sec
[  5] 438.00-439.00 sec   105 MBytes   880 Mbits/sec
[  5] 439.00-440.00 sec   109 MBytes   912 Mbits/sec
[  5] 440.00-441.00 sec   102 MBytes   858 Mbits/sec
[  5] 441.00-442.00 sec   101 MBytes   844 Mbits/sec
[  5] 442.00-443.00 sec   100 MBytes   840 Mbits/sec
[  5] 443.00-444.00 sec  99.6 MBytes   835 Mbits/sec
[  5] 444.00-445.00 sec   106 MBytes   890 Mbits/sec
[  5] 445.00-446.00 sec   105 MBytes   880 Mbits/sec
[  5] 446.00-447.00 sec   105 MBytes   882 Mbits/sec
[  5] 447.00-448.00 sec   106 MBytes   891 Mbits/sec
[  5] 448.00-449.00 sec   107 MBytes   898 Mbits/sec
[  5] 449.00-450.00 sec   104 MBytes   870 Mbits/sec
[  5] 450.00-451.00 sec  98.5 MBytes   826 Mbits/sec
[  5] 451.00-452.00 sec   105 MBytes   877 Mbits/sec
[  5] 452.00-453.00 sec   106 MBytes   892 Mbits/sec
[  5] 453.00-454.00 sec   101 MBytes   847 Mbits/sec
[  5] 454.00-455.00 sec   103 MBytes   863 Mbits/sec
[  5] 455.00-456.00 sec   101 MBytes   848 Mbits/sec
[  5] 456.00-457.00 sec   102 MBytes   858 Mbits/sec
[  5] 457.00-458.00 sec   101 MBytes   850 Mbits/sec
[  5] 458.00-459.00 sec   100 MBytes   841 Mbits/sec
[  5] 459.00-460.00 sec   103 MBytes   863 Mbits/sec
[  5] 460.00-461.00 sec   102 MBytes   857 Mbits/sec
[  5] 461.00-462.00 sec   105 MBytes   884 Mbits/sec
[  5] 462.00-463.00 sec   102 MBytes   858 Mbits/sec
[  5] 463.00-464.00 sec   104 MBytes   869 Mbits/sec
[  5] 464.00-465.00 sec   106 MBytes   889 Mbits/sec
[  5] 465.00-466.00 sec   103 MBytes   862 Mbits/sec
[  5] 466.00-467.00 sec  98.5 MBytes   826 Mbits/sec
[  5] 467.00-468.00 sec  93.8 MBytes   787 Mbits/sec
[  5] 468.00-469.00 sec   102 MBytes   853 Mbits/sec
[  5] 469.00-470.00 sec   109 MBytes   916 Mbits/sec
[  5] 470.00-471.00 sec   100 MBytes   841 Mbits/sec
[  5] 471.00-472.00 sec   109 MBytes   918 Mbits/sec
[  5] 472.00-473.00 sec   106 MBytes   887 Mbits/sec
[  5] 473.00-474.00 sec   109 MBytes   915 Mbits/sec
[  5] 474.00-475.00 sec   111 MBytes   935 Mbits/sec
[  5] 475.00-476.00 sec   111 MBytes   932 Mbits/sec
[  5] 476.00-477.00 sec   112 MBytes   941 Mbits/sec
[  5] 477.00-478.00 sec   110 MBytes   922 Mbits/sec
[  5] 478.00-479.00 sec   108 MBytes   907 Mbits/sec
[  5] 479.00-479.81 sec  90.5 MBytes   939 Mbits/sec
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth
[  5]   0.00-479.81 sec  0.00 Bytes  0.00 bits/sec                  sender
[  5]   0.00-479.81 sec  42.8 GBytes   766 Mbits/sec                  receiver
